station,area,habitat,receiver,model,transmit_id,code_set,type,ret_req,target,company,bma,farm_id,farm_name,vessel,techs,lat_dd,long_dd,lat_ddm,long_ddm,lat_deploy_dd,long_deploy_dd,deploy_datetime_utc_3,deploy_datetime_utc,gps,recorded_deploy_depth,est_depth,riser_length,instrument_depth,deployment_comments,retrieved_y_n_l,status,retreival_vessel,retrieval_techs,retrieval_latitude_dd,retrieval_longitude_dd,gps_id,ret_depth,ret_datetime_utc_3,ret_datetime_utc,offload_datetime_utc_3,offload_datetime_utc,saved_in_folder,backed_up,fouling,hydrophone_coverage,organisms,data_check,added_to_vue_y_n,log_size,filename,retrieval_comments
MF-0022-01,Limekiln Harbour,outer bay,137213,VR2W,NA,NA,aqua,November,aqua,Mowi,2a,MF-0022,Birch Cove,Eubalaena,"Wilson, B.; Black, M.",45.05437,-66.82766,45° 3.262',-66° 49.660',45.0546,-66.82789,2021-04-30T13:43:00Z,2021-04-30T16:43:00Z,20,NA,18.1,1.1,7.4,NA,Y,recovered,Salar,"Black, M.; English, G.",45.0546,-66.82789,NA,NA,2021-12-15T13:15:00Z,2021-12-15T16:15:00Z,2021-12-16T13:31:00Z,2021-12-16T16:31:00Z,Y,Y,heavy,50,ciona,Y,y,0.7,VR2W_137213_20211216_1.csv,NA
MF-0026-01,Limekiln Harbour,outer bay,137214,VR2W,NA,NA,aqua,November,aqua,Cooke,2a,MF-0026,Hill's Island,Cooke,Cooke,45.04142,-66.82473,45° 2.485',-66° 49.484',45.04142,-66.82473,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,24.3,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.04142,-66.82473,NA,NA,2022-02-26T12:00:00Z,2022-02-26T15:00:00Z,2022-03-02T10:43:00Z,2022-03-02T13:43:00Z,Y,Y,NA,NA,NA,Y,Y,4.2,VR2W_137214_20220302_1.csv,NA
MF-0027-01,Limekiln Harbour,outer bay,137215,VR2W,NA,NA,aqua,November,aqua,Mowi,2a,MF-0027,Bar Island,Eubalaena,"Wilson, B.; Black, M.",45.0384,-66.8383,45° 2.304',-66° 50.298',45.03794,-66.83903,2021-04-30T14:18:00Z,2021-04-30T17:18:00Z,22,NA,15.2,1.1,7.4,NA,L,on bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lines parted by Viola prop; sunk in position
MF-0037-01,Limekiln Harbour,outer bay,137216,VR2W,NA,NA,aqua,November,aqua,Cooke,2a,MF-0037,Crow Island,Cooke,Cooke,45.04121,-66.8736,45° 2.472',-66° 52.416',45.04121,-66.8736,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,26.5,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.04121,-66.8736,NA,NA,2021-12-16T09:57:00Z,2021-12-16T12:57:00Z,2021-12-23T14:47:00Z,2021-12-23T17:47:00Z,Y,Y,light,0,ciona,Y,y,13.4,VR2W_137216_20211223_1.csv,NA
MF-0044-01,Fundy Isles,outer bay,136194,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0044,Simpson's,Cooke,Cooke,44.99907,-66.91082,44° 59.944',-66° 54.649',44.99907,-66.91082,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,4.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.99907,-66.91082,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T14:47:00Z,2021-12-23T17:47:00Z,Y,Y,light,0,ciona,Y,y,0.7,VR2W_136194_20211223_1.csv,NA
MF-0045-01,Fundy Isles,outer bay,136195,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0045,Boone Cove,Cooke,Cooke,45.0056,-66.92676,45° 0.336',-66° 55.606',45.0056,-66.92676,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,23.7,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.0056,-66.92676,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:45:00Z,2021-12-23T18:45:00Z,Y,Y,light,0,ciona,Y,y,1,VR2W_136195_20211223_1.csv,NA
MF-0046-01,Fundy Isles,outer bay,136196,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0046,Lord's Cove,Cooke,Cooke,45.00027,-66.94474,45° 0.016',-66° 56.684',45.00027,-66.94474,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,10.7,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.00027,-66.94474,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:08:00Z,2021-12-23T18:08:00Z,Y,Y,light,0,ciona,Y,y,0.7,VR2W_136196_20211223_1.csv,NA
MF-0051-01,Western Passage,outer bay,136197,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0051,Doctor's Cove,Cooke,Cooke,44.9353,-66.98185,44° 56.118',-66° 58.911',44.9353,-66.98185,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,9.4,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.9353,-66.98185,NA,NA,2021-11-30T11:34:00Z,2021-11-30T14:34:00Z,2021-12-23T14:39:00Z,2021-12-23T17:39:00Z,Y,Y,light,0,ciona,Y,y,5,VR2W_136197_20211223_1.csv,NA
MF-0052-01,Head Harbour Passage,outer bay,136199,VR2W,NA,NA,aqua,November,aqua,Mowi,1,MF-0052,Curry Cove,Eubalaena,"Wilson, B.; Black, M.",44.92341,-66.9382,44° 55.405',-66° 56.292',44.92372,-66.93832,2021-04-29T14:18:00Z,2021-04-29T17:18:00Z,14,NA,7.5,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",44.9235,-66.93835,30,11.7,2021-11-25T10:51:00Z,2021-11-25T13:51:00Z,2021-12-01T10:18:00Z,2021-12-01T13:18:00Z,Y,Y,light,0,ciona,Y,Y,1.3,VR2W_136199_20220114_1.csv,NA
MF-0053-01,Head Harbour Passage,outer bay,136200,VR2W,NA,NA,aqua,November,aqua,Mowi,1,MF-0053,HDL - Otter Cove,Eubalaena,"Wilson, B.; Black, M.",44.91861,-66.93256,44° 55.117',-66° 55.954',44.91842,-66.93261,2021-04-29T14:41:00Z,2021-04-29T17:41:00Z,16,NA,6,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",44.91828,-66.93233,31,6.5,2021-11-25T10:59:00Z,2021-11-25T13:59:00Z,2021-12-01T09:56:00Z,2021-12-01T12:56:00Z,Y,Y,light,90,hydrozoan,Y,Y,2.2,VR2W_136200_20220114_1.csv,NA
MF-0054-01,Head Harbour Passage,outer bay,136201,VR2W,NA,NA,aqua,November,aqua,Mowi,1,MF-0054,Man o' War,Eubalaena,"Wilson, B.; Black, M.",44.91926,-66.93783,44° 55.156',-66° 56.270',44.91963,-66.93777,2021-04-29T14:29:00Z,2021-04-29T17:29:00Z,15,NA,27.3,1.1,7.4,NA,L,lost,sunken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF-0055-01,Head Harbour Passage,outer bay,136202,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0055,Friar's Bay,Cooke,Cooke,44.88582,-66.95996,44° 53.149',-66° 57.598',44.88582,-66.95996,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,13,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.88582,-66.95996,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:14:00Z,2021-12-23T18:14:00Z,Y,Y,light,10,hydrozoan,Y,y,0.8,VR2W_136202_20211223_1.csv,NA
MF-0059-01,Western Passage,inner bay,136198,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Cooke,Cooke,44.96558,-67.01284,44° 57.935',-67° 0.770',44.96558,-67.01284,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,13.1,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.96558,-67.01284,NA,NA,2021-11-23T09:29:00Z,2021-11-23T12:29:00Z,2021-12-23T15:53:00Z,2021-12-23T18:53:00Z,Y,Y,light,10,hydrozoan,Y,y,8.1,VR2W_136198_20211223_1.csv,NA
MF-0059-02,Western Passage,inner bay,108820,VR2W,65001,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Salar,"Wilson, B.; Black, M.",44.96336,-67.01235,NA,NA,44.96293,-67.01199,2021-09-13T11:02:00Z,2021-09-13T14:02:00Z,749,20,18.1,1.1,7.4,NA,Y,recovered,Salar,"Black, M.; English, G.",44.96293,-67.01199,NA,NA,2021-12-15T14:17:00Z,2021-12-15T17:17:00Z,2021-12-16T13:38:00Z,2021-12-16T16:38:00Z,Y,Y,light,10,hydrozoan,Y,y,7.5,VR2W_108820_20211216_1.csv,NA
MF-0059-03,Western Passage,inner bay,108821,VR2W,65002,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Salar,"Wilson, B.; Black, M.",44.963976,-67.014636,NA,NA,44.96409,-67.01526,2021-09-13T11:18:00Z,2021-09-13T14:18:00Z,750,7.6,8.3,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",44.96405,-67.01553,33,8.5,2021-11-26T11:47:00Z,2021-11-26T14:47:00Z,2021-12-10T14:37:00Z,2021-12-10T17:37:00Z,Y,Y,light,10,hydrozoan,Y,Y,1.3,VR2W_108821_20211210_1.csv,NA
MF-0059-04,Western Passage,inner bay,108822,VR2W,65003,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Salar,"Wilson, B.; Black, M.",44.965626,-67.01398,NA,NA,44.966,-67.01411,2021-09-13T10:35:00Z,2021-09-13T13:35:00Z,747,12,11.4,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",44.96598,-67.0139,34,13.7,2021-11-26T11:50:00Z,2021-11-26T14:50:00Z,2021-12-10T15:10:00Z,2021-12-10T18:10:00Z,Y,Y,clean,0,none,Y,Y,7.1,VR2W_108822_20211210_1.csv,NA
MF-0059-05,Western Passage,inner bay,108823,VR2W,65004,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Salar,"Wilson, B.; Black, M.",44.96506,-67.011714,NA,NA,44.96506,-67.01061,2021-09-13T10:48:00Z,2021-09-13T13:48:00Z,748,10,14.3,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",44.96493,-67.0104,35,12.2,2021-11-26T11:58:00Z,2021-11-26T14:58:00Z,2021-12-10T15:00:00Z,2021-12-10T18:00:00Z,Y,Y,clean,0,none,Y,Y,7.4,VR2W_108823_20211210_1.csv,NA
MF-0059-06,Western Passage,inner bay,108824,VR2W,65005,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Cooke,Cooke,44.964493,-67.013165,NA,NA,44.96452,-67.01315,2021-09-10T15:57:00Z,2021-09-10T18:57:00Z,NA,NA,18,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.96452,-67.01315,NA,NA,2022-01-17T11:17:00Z,2022-01-17T14:17:00Z,2022-01-27T12:01:00Z,2022-01-27T15:01:00Z,Y,Y,clean,0,none,Y,Y,8.3,VR2W_108824_20220127_1.csv,NA
MF-0059-07,Western Passage,inner bay,108825,VR2W,65006,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Salar,"Wilson, B.; Black, M.",44.962734,-67.013801,NA,NA,44.96227,-67.01401,2021-09-13T11:41:00Z,2021-09-13T14:41:00Z,752,33,29.6,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Bradford, H.",44.96216,-67.01456,32,33.7,2021-11-26T11:35:00Z,2021-11-26T14:35:00Z,2021-12-10T14:47:00Z,2021-12-10T17:47:00Z,Y,Y,light,0,hydrozoan,Y,Y,5.9,VR2W_108825_20211210_1.csv,NA
MF-0059-08,Western Passage,inner bay,108832?,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0059,Fairhaven,Salar,Cooke,44.962028,-67.011058,NA,NA,44.96199,-67.01131,2021-09-13T11:30:00Z,2021-09-13T14:30:00Z,751,17,25.5,1.1,7.4,NA,L,sunken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,float went missing 10 days after deployment and not seen again; several days of grapnelling unsuccessful
MF-0172-01,Grand Manan,coastal,137218,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0172,Ross Island,Cooke,Cooke,44.66705,-66.72018,44° 40.023',-66° 43.211',44.66705,-66.72018,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,11.8,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.66705,-66.72018,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T11:55:00Z,2022-01-07T14:55:00Z,Y,Y,light,0,hydrozoan,Y,y,0.8,VR2W_137218_20220107_1.csv,NA
MF-0186-01,Fundy Isles,outer bay,134773,VR2W,NA,NA,aqua,November,aqua,Mowi,3c,MF-0186,Eagle Eye - Head Harbour,Eubalaena,"Wilson, B.; Black, M.",44.95451,-66.90215,44° 57.271',-66° 54.129',44.95491,-66.90282,2021-04-29T15:09:00Z,2021-04-29T18:09:00Z,17,NA,19,1.1,7.4,NA,Y,recovered,Viola,"Wilson, B.",44.95492,-66.90236,59,17.6,2021-11-29T12:23:00Z,2021-11-29T15:23:00Z,2021-11-29T13:07:00Z,2021-11-29T16:07:00Z,Y,Y,light,0,hydrozoan,Y,Y,0.7,VR2W_134773_20211129_1.csv,NA
MF-0206-01,Fundy Isles,outer bay,134774,VR2W,NA,NA,aqua,November,aqua,Mowi,3c,MF-0206,Cub's Point,Eubalaena,"Wilson, B.; Black, M.",44.94581,-66.9047,44° 56.748',-66° 54.282',44.94584,-66.90365,2021-04-29T15:23:00Z,2021-04-29T18:23:00Z,18,NA,12.7,1.1,7.4,NA,Y,recovered,Viola,"Wilson, B.",44.94572,-66.90398,60,6.8,2021-11-29T12:34:00Z,2021-11-29T15:34:00Z,2021-11-29T13:01:00Z,2021-11-29T16:01:00Z,Y,Y,light,20,hydrozoan,Y,Y,0.7,VR2W_134774_20211129_1.csv,NA
MF-0213-01,Grand Manan,coastal,137219,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0213,Long Island,Cooke,Cooke,44.73441,-66.7317,44° 44.064',-66° 43.902',44.73441,-66.7317,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,12.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.73441,-66.7317,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T11:59:00Z,2022-01-07T14:59:00Z,Y,Y,medium,25,hydrozoan,Y,y,4.2,VR2W_137219_20220107_1.csv,NA
MF-0222-01,Passamaquoddy Bay,inner bay,134763,VR2W,NA,NA,aqua,November,aqua,Mowi,1,MF-0222,Quoddy,Eubalaena,"Wilson, B.; Black, M.",45.01283,-66.98096,45° 0.770',-66° 58.858',45.0141,-66.98019,2021-04-29T13:40:00Z,2021-04-29T16:40:00Z,13,NA,35.4,1.1,7.4,NA,Y,recovered,Viola,"Black, M.; Wilson, B.",45.0141,-66.98019,NA,NA,2021-11-30T14:02:00Z,2021-11-30T17:02:00Z,2021-12-10T11:58:00Z,2021-12-10T14:58:00Z,Y,Y,medium,25,ciona,Y,Y,2,VR2W_134763_20211210_1.csv,NA
MF-0228-01,Passamaquoddy Bay,inner bay,134764,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0228,Davidson's Head,Cooke,Cooke,45.0175,-66.9736,45° 1.050',-66° 58.416',45.0175,-66.9736,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,30.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.0175,-66.9736,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:50:00Z,2021-12-23T18:50:00Z,Y,Y,medium,25,ciona,Y,y,1,VR2W_134764_20211223_1.csv,NA
MF-0276-01,Limekiln Harbour,outer bay,134765,VR2W,NA,NA,aqua,November,aqua,Cooke,2a,MF-0276,Charlie Cove,Cooke,Cooke,45.03017,-66.86753,45° 1.810',-66° 52.052',45.03017,-66.86753,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,32.6,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.03017,-66.86753,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T14:28:00Z,2021-12-23T17:28:00Z,Y,Y,medium,25,ciona,Y,y,2.1,VR2W_134765_20211223_1.csv,NA
MF-0282-01,Grand Manan,coastal,137220,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0282,Nantucket,Cooke,Cooke,44.68833,-66.71373,44° 41.300',-66° 42.824',44.68833,-66.71373,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,7.3,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.68833,-66.71373,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T11:52:00Z,2022-01-07T14:52:00Z,Y,Y,medium,25,hydrozoan,Y,y,0.8,VR2W_137220_20220107_1.csv,NA
MF-0298-01,Grand Manan,coastal,137221,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0298,Great Duck,Cooke,Cooke,44.68194,-66.70071,44° 40.917',-66° 42.043',44.68194,-66.70071,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,13.9,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.68194,-66.70071,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T11:45:00Z,2022-01-07T14:45:00Z,Y,Y,medium,25,hydrozoan,Y,y,1.2,VR2W_137221_20220107_1.csv,NA
MF-0300-01,Grand Manan,coastal,137222,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0300,Andy's Ledge,Cooke,Cooke,44.67606,-66.70972,44° 40.563',-66° 42.583',44.67606,-66.70972,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,12.3,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.67606,-66.70972,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T12:06:00Z,2022-01-07T15:06:00Z,Y,Y,medium,25,hydrozoan,Y,y,0.8,VR2W_137222_20220107_1.csv,NA
MF-0349-01,Grand Manan,coastal,137223,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0349,Bancroft Point,Cooke,Cooke,44.71785,-66.73183,44° 43.071',-66° 43.910',44.71785,-66.73183,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,6.4,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.71785,-66.73183,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,2022-01-07T11:48:00Z,2022-01-07T14:48:00Z,Y,Y,medium,25,hydrozoan,Y,y,0.9,VR2W_137223_20220107_1.csv,NA
MF-0350-01,Grand Manan,coastal,137224,VR2W,NA,NA,aqua,November,aqua,Mowi,2b,MF-0350,?,Eubalaena,"Wilson, B.; Black, M.",44.72184,-66.7193,44° 43.311',-66° 43.158',44.72078,-66.7197,2021-05-04T11:17:00Z,2021-05-04T14:17:00Z,31,NA,13,1.1,7.4,NA,y,recovered,C&P,fisheries officers,44.72078,-66.7197,NA,NA,2021-12-04T14:00:00Z,2021-12-04T17:00:00Z,2022-01-06T12:44:00Z,2022-01-06T15:44:00Z,y,y,medium,25,hydrozoan,y,y,0.8,VR2W_137224_20220106_1.csv,NA
MF-0368-01,Grand Manan,coastal,137225,VR2W,NA,NA,aqua,November,aqua,Cooke,2b,MF-0368,Dutch Ledge,Cooke,Cooke,44.73012,-66.73825,44° 43.807',-66° 44.295',44.73012,-66.73825,2021-05-06T12:00:00Z,2021-05-06T09:00:00Z,NA,NA,8.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,44.73012,-66.73825,NA,NA,2021-12-20T12:00:00Z,2021-12-20T15:00:00Z,NA,NA,Y,Y,medium,25,hydrozoan,Y,y,5,VR2W_137225_20220107_1.csv,NA
MF-0377-01,Passamaquoddy Bay,inner bay,134768,VR2W,NA,NA,aqua,November,aqua,Cooke,1,MF-0377,St. Andrews,Cooke,Cooke,45.03045,-67.00638,45° 1.827',-67° 0.383',45.03045,-67.00638,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,25.8,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.03045,-67.00638,NA,NA,2021-12-08T10:47:00Z,2021-12-08T13:47:00Z,2021-12-23T15:00:00Z,2021-12-23T18:00:00Z,Y,Y,medium,25,ciona,Y,y,2.7,VR2W_134768_20211223_1.csv,NA
MF-0400-01,Maces Bay,coastal,134770,VR2W,NA,NA,aqua,November,aqua,Cooke,3a,MF-0400,Seeley's Cove,Cooke,Cooke,45.08121,-66.64347,45° 4.873',-66° 38.608',45.08121,-66.64347,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,25.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.08121,-66.64347,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:39:00Z,2021-12-23T18:39:00Z,Y,Y,medium,25,hydrozoan,Y,y,2.4,VR2W_134770_20211223_1.csv,NA
MF-0404-01,Maces Bay,coastal,134771,VR2W,NA,NA,aqua,November,aqua,Cooke,3a,MF-0404,Welch Cove,Cooke,Cooke,45.08194,-66.48665,45° 4.917',-66° 29.199',45.08194,-66.48665,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,20.3,1.1,7.4,NA,L,adrift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF-0412-01,Maces Bay,coastal,134772,VR2W,NA,NA,aqua,November,aqua,Cooke,3a,MF-0412,Red Head,Cooke,Cooke,45.10276,-66.57781,45° 6.165',-66° 34.669',45.10276,-66.57781,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,5.2,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.10276,-66.57781,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T14:18:00Z,2021-12-23T17:18:00Z,Y,Y,medium,25,hydrozoan,Y,y,0.7,VR2W_134772_20211223_1.csv,NA
MF-0507-01,Maces Bay,coastal,134766,VR2W,NA,NA,aqua,November,aqua,Cooke,3a,MF-0507,Penn Island,Cooke,Cooke,45.09194,-66.61289,45° 5.516',-66° 36.773',45.09194,-66.61289,2021-05-14T12:00:00Z,2021-05-14T09:00:00Z,NA,NA,31.6,1.1,7.4,NA,Y,recovered,Cooke,Cooke,45.09194,-66.61289,NA,NA,2021-12-22T12:00:00Z,2021-12-22T15:00:00Z,2021-12-23T15:26:00Z,2021-12-23T18:26:00Z,Y,Y,medium,25,hydrozoan,Y,y,0.8,VR2W_134766_20211223_1.csv,NA
